N,P,K,temperaturec,temperaturef,ph,rainfall,label
39,24,14,30.55472573,86.99850631,7.189259647,106.0711985,orange
13,23,6,23.96147583,75.13065649,7.365338111,102.6958703,orange
21,17,15,23.98289638,75.16921348,7.455991072,118.4901697,orange
33,12,8,25.26052689,77.4689484,6.822282114,117.3695296,orange
6,9,12,31.08368929,87.95064072,7.028746406,109.6894658,orange
19,7,10,14.78003032,58.60405458,6.118430299,100.1961762,orange
24,18,6,26.56608303,79.81894945,6.285312759,116.3796525,orange
9,11,8,24.85903405,76.74626129,6.559236744,111.7803734,orange
31,8,7,34.51465139,94.1263725,7.163245982,103.5684926,orange
22,17,5,24.12188673,75.41939611,6.945562889,102.835632,orange
13,5,8,23.85340379,74.93612682,7.474710503,103.923226,orange
16,8,9,24.60297538,76.28535568,7.601189843,111.2948115,orange
4,13,6,15.63211033,60.13779859,7.561143224,101.4705704,orange
0,25,14,19.33516809,66.80330256,6.361671475,116.450422,orange
8,7,10,28.2620488,82.87168784,6.929216014,105.2132259,orange
4,23,5,22.67594476,72.81670057,7.477935216,110.3332655,orange
33,14,8,21.03200078,69.8576014,7.684420446,110.6823944,orange
30,7,15,33.23453301,91.82215942,7.825531916,115.7659902,orange
21,29,12,22.30318989,72.1457418,6.438668989,117.3688104,orange
11,14,5,11.50322938,52.70581288,6.946354724,115.5683776,orange
9,8,15,14.34320488,57.81776878,7.994465371,110.2223123,orange
5,18,14,33.1056981,91.59025658,7.434118807,119.1709113,orange
29,25,14,30.49183837,86.88530907,7.781988584,113.3302105,orange
33,12,15,30.25578031,86.46040456,6.052318465,116.7173125,orange
8,16,6,12.22816189,54.0106914,7.106650373,108.4161706,orange
15,14,8,10.01081312,50.01946362,6.22094286,119.3941064,orange
16,7,8,22.79196751,73.02554152,6.420457311,116.5084074,orange
0,12,7,20.18432263,68.33178073,6.969249676,116.8130969,orange
5,25,6,30.72119881,87.29815786,6.011302181,106.8118019,orange
6,8,11,24.35590861,75.8406355,6.600948788,119.6946577,orange
10,5,5,21.21306973,70.18352551,7.817846496,112.9834361,orange
1,17,6,10.78689755,51.41641559,6.8198271,117.5293447,orange
1,30,10,11.89925671,53.41866208,7.291405641,103.5771468,orange
0,23,15,22.56664172,72.6199551,7.598729065,109.8585753,orange
24,27,9,18.86883219,65.96389794,6.157135092,119.3936976,orange
36,11,13,17.34083741,63.21350734,7.1917274,112.7194284,orange
40,21,8,34.90665289,94.8319752,7.418761774,102.1906333,orange
40,22,6,24.53610067,76.16498121,6.488221135,115.9787989,orange
32,18,13,13.8377282,56.90791076,6.044167236,107.9873218,orange
9,10,10,22.3551049,72.23918882,6.010391864,101.5164589,orange
13,16,8,34.74004942,94.53208896,6.949838549,100.1967854,orange
15,9,11,11.54785707,52.78614273,7.907956251,108.8289171,orange
29,11,5,23.13338811,73.6400986,7.639788459,104.4224145,orange
1,15,9,29.98364695,85.97056451,7.53350946,115.3560318,orange
18,5,11,20.87947369,69.58305264,6.251586885,102.4550786,orange
14,22,9,17.24944623,63.04900321,6.543191814,112.5090516,orange
33,15,7,15.83388699,60.50099658,7.651225301,109.7571416,orange
4,6,7,23.01014302,73.41825744,6.708889665,112.6738296,orange
17,16,14,16.39624284,61.51323711,6.625538653,102.944161,orange
12,20,10,24.45132792,76.01239026,6.528354932,109.4711098,orange
34,29,8,31.87859192,89.38146546,6.450640306,105.3437825,orange
39,28,10,31.34920143,88.42856257,7.181907673,109.1549823,orange
31,25,12,18.05142392,64.49256306,7.016482298,111.7793889,orange
12,6,8,30.84835031,87.52703056,6.388617138,107.4142681,orange
12,29,13,22.45616931,72.42110476,7.57125447,118.0069295,orange
26,11,11,13.70319166,56.66574499,7.609348255,106.2944879,orange
19,24,15,20.48954522,68.8811814,7.137136973,111.8391951,orange
39,21,9,13.20844373,55.77519871,6.354022554,106.2696156,orange
16,29,13,32.31944397,90.17499915,6.196907944,117.6236473,orange
36,29,13,20.68185224,69.22733403,7.829507245,109.7513927,orange
37,23,12,31.52675982,88.74816768,6.395258356,113.1169398,orange
39,9,15,25.35467646,77.63841763,7.992041984,116.7555937,orange
31,5,14,17.66545409,63.79781736,6.583411671,110.6857506,orange
18,12,8,12.59093977,54.66369159,6.206053072,119.3916718,orange
20,20,10,11.86631922,53.3593746,6.976997772,106.060149,orange
5,8,5,11.03367937,51.86062287,6.562594972,112.7715925,orange
20,8,12,25.2990432,77.53827776,7.260416405,117.9733424,orange
25,21,11,32.23797837,90.02836107,6.460044778,104.7052254,orange
14,19,14,17.68408797,63.83135835,6.699164936,108.0638166,orange
37,18,12,10.2708877,50.48759786,7.401121811,106.6955204,orange
26,15,6,17.22034507,62.99662113,6.912033409,108.0054343,orange
13,22,5,19.667056,67.4007008,7.764040111,100.1737964,orange
32,25,9,10.35609594,50.64097269,7.796034006,101.1456947,orange
19,7,9,27.255435,81.059783,6.969883483,101.139435,orange
28,7,9,34.5917846,94.26521228,6.730757538,115.5650287,orange
24,30,11,32.39523995,90.31143191,6.601395755,113.25373,orange
7,17,10,10.16431299,50.29576338,6.465913274,106.362551,orange
18,23,8,21.49118657,70.68413583,6.41354791,101.4819888,orange
7,20,12,16.53460397,61.76228715,6.475275337,110.0447896,orange
20,23,11,31.8520694,89.33372492,6.407715561,109.9455062,orange
18,14,11,28.04799508,82.48639114,6.550814117,117.1311498,orange
34,11,10,31.75048899,89.15088018,7.36220835,115.1989301,orange
20,29,10,29.07412717,84.33342891,7.36549204,100.7896871,orange
37,24,13,19.14381903,66.45887425,7.8546243,108.0230792,orange
12,8,10,16.14820285,61.06676513,7.995848977,107.4287664,orange
34,10,14,34.05296914,93.29534445,6.725600855,116.8020848,orange
6,13,9,34.51423957,94.12563123,7.786725333,118.3271968,orange
27,30,5,32.71748548,90.89147386,7.656978112,113.328978,orange
13,8,12,25.16296632,77.29333938,7.105904818,114.3117197,orange
6,7,7,27.68167318,81.82701172,7.199106204,113.9995146,orange
40,17,15,21.35093384,70.43168091,7.871063004,107.0862095,orange
31,26,9,11.69894639,53.0581035,7.566165721,103.2005992,orange
61,68,50,35.21462816,95.38633069,6.793245417,243.0745066,papaya
58,46,45,42.39413392,108.3094411,6.576261427,88.46607497,papaya
45,47,55,38.4191628,101.154493,6.751452932,119.2653877,papaya
39,65,53,35.33294932,95.59930878,6.560743093,235.6133585,papaya
31,68,45,42.92325255,109.2618546,6.938313356,196.2408242,papaya
70,68,45,33.83508569,92.90315424,6.991626158,203.4044028,papaya
68,62,50,33.20258348,91.76465026,6.977700268,197.5282582,papaya
34,65,47,23.48546973,74.27384551,6.833768535,191.7760562,papaya
38,68,54,29.33710543,84.80678977,6.739170045,202.0572747,papaya
69,64,47,40.21199348,104.3815883,6.993473247,186.6762324,papaya
58,51,47,42.13473976,107.8425316,6.757470637,197.402901,papaya
59,47,53,32.86316618,91.15369912,6.850663232,47.271547,papaya
44,64,54,29.80744318,85.65339772,6.74274935,232.7046126,papaya
56,57,48,31.56213762,88.81184772,6.506120752,63.62250788,papaya
69,60,54,36.32268069,97.38082524,6.98992719,141.1736926,papaya
56,58,49,37.13165026,98.83697047,6.69215564,172.4788062,papaya
49,55,53,38.4418717,101.1953691,6.544029776,77.71566883,papaya
38,51,52,32.66160599,90.79089078,6.927803911,78.85085502,papaya
54,65,47,27.92765919,82.26978654,6.721835879,149.9107557,papaya
57,57,51,39.01793345,102.2322802,6.99223441,105.8841531,papaya
39,52,53,32.51247398,90.52245316,6.704204398,51.07048113,papaya
58,67,45,38.72382798,101.7028904,6.702424548,62.62377075,papaya
61,64,52,43.30204933,109.9436888,6.641098708,110.562229,papaya
34,62,55,27.58548913,81.65388043,6.585346229,238.5008779,papaya
31,48,45,40.78881819,105.4198727,6.563134737,132.7923586,papaya
47,46,52,23.19451074,73.75011933,6.502289473,206.3999208,papaya
32,68,52,32.68067385,90.82521293,6.800321319,248.8592986,papaya
36,59,46,34.28879307,93.71982753,6.721130543,127.2509777,papaya
61,51,51,39.30050027,102.7409005,6.574677594,120.9512466,papaya
70,54,46,39.73149053,103.516683,6.919342407,122.7628653,papaya
44,56,49,39.23342464,102.6201644,6.519779583,64.4478499,papaya
34,68,51,27.34734861,81.2252275,6.687088098,40.35153141,papaya
50,59,47,40.76998685,105.3859763,6.747975732,209.8678411,papaya
39,70,52,26.26559543,79.27807177,6.65149129,59.49373381,papaya
34,61,49,28.12971499,82.63348698,6.502675132,117.8201907,papaya
44,60,55,34.2804607,93.70482926,6.825371185,98.54047745,papaya
31,62,52,33.7960155,92.8328279,6.99104104,182.026807,papaya
65,62,51,31.53243779,88.75838802,6.511624841,207.0735119,papaya
44,57,53,42.30495821,108.1489248,6.93172108,74.876786,papaya
50,47,48,24.63676897,76.34618415,6.712772333,218.2299187,papaya
43,50,48,28.28222883,82.90801189,6.63016515,179.2720807,papaya
60,46,53,24.48620746,76.07517343,6.761953186,183.49095,papaya
70,68,55,42.84609252,109.1229665,6.691202286,78.8099639,papaya
59,62,52,43.67549305,110.6158875,6.608667684,103.8235658,papaya
60,58,51,42.07213781,107.7298481,6.840802254,165.7412972,papaya
42,60,47,33.46873719,92.24372694,6.834808348,136.8277041,papaya
35,66,47,31.7018373,89.06330714,6.953439161,48.83810592,papaya
34,65,48,41.41968393,106.5554311,6.665024508,199.3096432,papaya
36,54,46,42.54744013,108.5853922,6.662875839,214.4103848,papaya
39,64,52,28.91842453,84.05316415,6.678695788,63.68794608,papaya
37,52,47,43.08022702,109.5444086,6.54277684,211.8529059,papaya
33,47,46,29.20300896,84.56541613,6.839443833,209.4083305,papaya
34,48,48,41.04224355,105.8760384,6.805277038,181.527598,papaya
49,54,50,25.62446619,78.12403914,6.762522087,97.26336657,papaya
40,65,49,35.32876402,95.59177524,6.678449318,163.9069365,papaya
68,52,49,24.42561272,75.9661029,6.577192175,63.35298768,papaya
50,46,52,31.18298415,88.12937147,6.734005648,54.01872359,papaya
65,63,50,31.88342554,89.39016597,6.524459342,79.27201575,papaya
40,49,47,42.93368602,109.2806348,6.501521192,246.3613268,papaya
42,53,48,23.11407669,73.60533804,6.758479569,231.5153161,papaya
49,55,51,24.87212063,76.76981713,6.676578778,135.1694525,papaya
59,62,49,43.36051537,110.0489277,6.941496806,114.778071,papaya
63,58,47,26.83054058,80.29497304,6.864143752,144.6656444,papaya
70,65,52,30.42012134,86.75621841,6.583528529,75.95295,papaya
63,50,52,28.64555584,83.56200051,6.751747609,115.8163936,papaya
40,64,47,32.50037548,90.50067586,6.893509446,71.73759526,papaya
63,58,50,43.03714283,109.4668571,6.720744449,41.5856585,papaya
45,58,49,30.10773379,86.19392082,6.827812549,75.24521981,papaya
66,69,47,23.69212243,74.64582037,6.912299695,87.53393983,papaya
54,67,52,35.67667332,96.21801198,6.586107335,141.3381168,papaya
69,67,52,27.71948962,81.89508132,6.827305908,82.83061083,papaya
67,68,49,35.26824831,95.48284696,6.821774589,149.8488208,papaya
45,57,47,23.16855863,73.70340553,6.656458831,161.6892093,papaya
56,50,52,33.08706051,91.55670892,6.770384816,88.1300769,papaya
70,50,53,37.4620912,99.43176416,6.933809743,172.3458448,papaya
44,47,45,38.73218907,101.7179403,6.579441304,218.142147,papaya
50,60,47,32.57720726,90.63897307,6.92791761,93.7942847,papaya
52,51,53,38.38231475,101.0881666,6.985804083,210.2735346,papaya
35,68,45,42.93605359,109.2848965,6.612429546,234.8466111,papaya
68,69,52,25.65492304,78.17886147,6.813383387,52.95477913,papaya
32,55,52,37.58899717,99.66019491,6.9677596,159.6577388,papaya
32,55,51,29.60718808,85.29293854,6.57398033,62.68710535,papaya
48,62,47,25.34756111,77.62561,6.803094965,174.4012337,papaya
39,69,53,25.9300384,78.67406912,6.964955435,241.8202079,papaya
49,61,45,32.76795887,90.98232597,6.764213299,240.4795923,papaya
48,57,54,29.02328049,84.24190488,6.617703178,126.8069869,papaya
69,66,49,40.00439101,104.0079038,6.52711001,92.11877372,papaya
53,55,55,33.32315744,91.98168339,6.709668804,234.496633,papaya
38,61,52,31.22790131,88.21022236,6.620729882,46.44279118,papaya
57,64,55,26.68386496,80.03095693,6.583760499,62.50689682,papaya
51,57,55,24.70528368,76.46951062,6.676407337,108.4103158,papaya
56,65,45,38.2016825,100.7630285,6.751298936,218.0908814,papaya
54,66,52,36.56769731,97.82185516,6.867554147,104.4218596,papaya
58,55,47,26.05375792,78.89676426,6.742490027,240.6863901,papaya
68,70,54,31.29986342,88.33975416,6.986228647,54.77830202,papaya
42,59,55,40.10207731,104.1837392,6.979102243,149.1199989,papaya
43,64,47,38.58954491,101.4611808,6.825664782,102.2708231,papaya
35,67,49,41.31330062,106.3639411,6.617066674,239.7427554,papaya
56,59,55,37.03551903,98.66393425,6.551892638,188.5181422,papaya
39,64,53,23.0124018,73.42232324,6.598860305,208.3357976,papaya
18,30,29,26.7627493,80.17294874,6.420018717,224.5903664,coconut
37,23,28,25.61294367,78.10329861,5.740054567,224.3206759,coconut
13,28,33,28.130115,82.634207,5.686972967,151.0761899,coconut
2,21,35,25.02887163,77.05196893,6.293662363,179.8248944,coconut
10,18,35,27.79797651,82.03635772,6.381975465,181.6942283,coconut
7,11,32,29.25902906,84.66625231,5.542169139,184.7624496,coconut
39,5,31,27.10134661,80.7824239,5.551963184,150.9502632,coconut
34,6,27,25.84726298,78.52507336,5.860740481,147.8888994,coconut
31,30,29,26.58580443,79.85444797,5.558807063,178.8116076,coconut
25,7,35,28.38503882,83.09306988,5.55771171,189.6711349,coconut
16,18,26,28.43647052,83.18564694,5.568365926,145.5414413,coconut
26,10,33,28.27298134,82.89136641,6.07071786,198.8234862,coconut
27,8,32,27.00648436,80.61167185,5.627860549,144.3331315,coconut
37,18,30,27.63551259,81.74392266,6.38488418,157.9171537,coconut
19,15,34,26.29644905,79.33360829,5.685889066,215.9195049,coconut
0,19,33,27.1326009,80.83868162,6.234458417,204.7206567,coconut
31,20,26,25.56567803,78.01822045,6.443168642,199.7936345,coconut
9,17,32,25.94951662,78.70912992,5.842317989,172.0540491,coconut
22,11,29,28.03380598,82.46085076,5.955742971,218.0055713,coconut
31,6,26,29.12859129,84.43146432,5.741367375,157.2388553,coconut
34,6,30,27.0828252,80.74908536,5.948342571,171.7575545,coconut
24,6,32,28.11321494,82.60378689,6.387067562,172.4813641,coconut
1,8,26,27.5136304,81.52453472,5.562911913,156.6732553,coconut
31,13,33,27.63834933,81.74902879,5.85971872,205.5463111,coconut
10,9,28,29.01256899,84.22262418,6.282955073,150.0500312,coconut
36,27,26,26.58413917,79.85145051,6.25449571,171.6262299,coconut
38,24,33,28.28905147,82.92029265,5.973853124,142.9403233,coconut
11,6,25,28.69164799,83.64496638,6.081568052,178.9635457,coconut
16,14,30,29.70931288,85.47676318,6.37466756,209.8453993,coconut
33,14,35,27.14865285,80.86757513,6.027707171,149.2433497,coconut
16,6,29,29.28725038,84.71705068,5.868285082,132.1491176,coconut
32,11,31,25.06871967,77.12369541,6.205931638,134.8419069,coconut
38,14,30,26.92449525,80.46409145,5.570745386,194.9022136,coconut
8,6,33,28.27804288,82.90047718,6.095261013,171.9457959,coconut
23,6,33,29.18032562,84.52458612,6.025789594,204.9603677,coconut
29,25,35,28.3575072,83.04351296,5.542873799,160.7306991,coconut
24,14,33,29.38072512,84.88530522,6.366219551,218.5241851,coconut
32,12,30,25.39241091,77.70633964,5.579845008,218.080385,coconut
30,25,31,26.31270635,79.36287143,5.804965067,208.1181381,coconut
14,21,35,29.52501367,85.14502461,6.121005506,194.3100272,coconut
27,22,29,28.83214859,83.89786746,6.000248647,145.4172387,coconut
40,5,29,28.48444906,83.27200831,5.820978791,160.389421,coconut
17,11,32,28.74013335,83.73224003,5.620733794,156.7650823,coconut
30,30,35,25.00872392,77.01570306,6.001936419,165.8092179,coconut
28,10,30,29.8690834,85.76435012,6.305740522,192.7678575,coconut
39,7,29,27.54273211,81.5769178,6.362544111,150.2012138,coconut
32,20,35,26.52166434,79.73899581,5.588655387,144.6261698,coconut
7,15,32,25.03512351,77.06322232,6.182232762,174.796583,coconut
29,17,29,29.20394909,84.56710836,5.959493188,211.2506267,coconut
34,15,34,27.05826457,80.70487623,5.677282678,224.7006953,coconut
14,23,25,26.18552389,79.133943,5.612122797,135.4186222,coconut
18,19,29,27.59376845,81.66878321,6.206077742,162.8432736,coconut
7,21,35,25.76011662,78.36820992,5.764812076,131.2451414,coconut
24,27,34,28.87862994,83.98153389,6.203376525,145.0583117,coconut
39,29,29,26.50908611,79.716355,6.143662699,199.8778403,coconut
29,8,28,26.87037587,80.36667657,6.100429497,214.4128874,coconut
10,24,27,27.57283516,81.63110329,5.708409601,145.9298935,coconut
0,29,32,28.05912437,82.50642387,5.868255858,171.6516396,coconut
32,11,31,29.51611558,85.12900804,6.461225827,131.2116167,coconut
37,10,32,28.96318258,84.13372864,6.165084855,222.803013,coconut
20,29,27,25.09897688,77.17815838,6.047044342,157.7592626,coconut
31,29,35,27.1872282,80.93701076,6.137102505,141.3220576,coconut
17,30,27,29.03065024,84.25517043,5.894027065,205.5720367,coconut
1,12,30,27.754298,81.9577364,5.56222383,131.0900076,coconut
6,13,29,27.31155708,81.16080274,5.832608028,201.8258633,coconut
15,28,32,28.84270971,83.91687748,6.218571874,224.4016682,coconut
27,24,29,26.61423461,79.9056223,6.142010637,191.006688,coconut
3,23,30,29.70143197,85.46257755,6.078807239,215.1968037,coconut
8,26,26,25.54759871,77.98567768,5.702484758,212.867626,coconut
20,28,26,26.37978453,79.48361215,5.547594847,167.0470997,coconut
26,18,27,27.45907759,81.42633966,5.836075368,142.1430003,coconut
1,6,35,27.02269204,80.64084567,6.231662767,147.1682459,coconut
27,30,31,28.98545306,84.17381551,5.718120393,148.8398374,coconut
23,7,34,26.1055118,78.98992124,5.852038202,134.1279669,coconut
0,26,31,25.0707247,77.12730446,5.547933273,192.9036306,coconut
38,6,25,25.54963273,77.98933891,6.156259104,191.2996157,coconut
25,12,26,28.56973521,83.42552338,6.436314406,134.8370348,coconut
40,5,32,26.07010807,78.92619453,5.981169595,143.533473,coconut
0,19,31,25.51791333,77.93224399,6.271952833,178.7297725,coconut
26,9,32,25.9490364,78.70826552,6.470465614,144.1571109,coconut
35,30,34,28.2974764,82.93545752,6.141502001,182.4482352,coconut
19,30,30,29.56549169,85.21788504,5.826381164,224.8315729,coconut
31,13,33,29.69952329,85.45914192,6.342463714,148.3003692,coconut
17,29,26,26.14162144,79.05491859,6.071897347,195.4115025,coconut
2,30,30,26.00175125,78.80315225,6.331051715,209.540094,coconut
30,13,25,27.15116142,80.87209056,6.413184638,164.9182225,coconut
8,15,33,28.97318719,84.15173694,5.50158009,213.9011021,coconut
18,12,35,26.13958446,79.05125203,6.338720873,131.3387935,coconut
8,28,30,25.51618488,77.92913278,6.015672239,135.1272491,coconut
40,22,29,27.55821802,81.60479244,5.735364307,174.6256481,coconut
27,10,33,27.81132822,82.0603908,6.465906333,154.0621221,coconut
21,20,31,25.60033702,78.08060664,5.855457599,165.8248732,coconut
3,9,35,26.91641934,80.44955481,6.318552973,225.6323656,coconut
22,16,27,29.1797902,84.52362236,6.006784979,188.9252083,coconut
27,8,30,26.44600063,79.60280113,6.008386283,221.2258168,coconut
22,8,33,28.43572863,83.18431153,5.665785202,203.9283708,coconut
28,27,32,28.94099669,84.09379404,5.764615485,191.7723087,coconut
23,21,26,26.45488737,79.61879727,5.901495544,149.2220255,coconut
37,5,34,25.79490531,78.43082956,5.779032666,152.4238712,coconut
19,26,29,26.93141945,80.47655501,5.67154928,166.5712879,coconut
133,47,24,24.40228894,75.92412009,7.231324765,90.8022356,cotton
136,36,20,23.09595631,73.57272136,6.925412377,71.29581071,cotton
104,47,18,23.9656349,75.13814282,7.633437412,90.75616738,cotton
133,47,23,24.88738107,76.79728593,6.827354668,89.76050416,cotton
126,38,23,25.36243778,77.652388,6.176716425,88.43618918,cotton
126,50,19,24.69457084,76.45022751,6.628722836,78.58494391,cotton
113,41,20,25.0017188,77.00309384,7.256877571,96.32600992,cotton
121,45,22,22.45942937,72.42697287,6.443785385,64.23026638,cotton
121,47,16,23.60564038,74.49015268,7.723240151,72.49800885,cotton
129,60,22,24.58453146,76.25215663,5.947448589,71.94608134,cotton
107,45,25,23.0865933,73.55586794,7.227745516,71.84080724,cotton
122,59,18,23.5000992,74.30017856,6.219469084,79.81328183,cotton
140,38,15,24.1472953,75.46513154,6.021439523,69.91563467,cotton
102,49,21,24.69315538,76.44767968,6.253343655,89.799462,cotton
111,40,25,24.484692,76.0724456,6.187455799,90.94342484,cotton
131,35,18,24.49112609,76.08402696,7.057693366,64.02949379,cotton
135,43,16,23.47986888,74.26376398,6.720449769,86.76287924,cotton
100,46,18,24.18586246,75.53455243,6.431689506,69.08056728,cotton
123,39,24,25.00755095,77.01359171,7.453106264,86.06411872,cotton
117,56,15,25.99237426,78.78627367,7.368258226,89.1188212,cotton
121,36,24,23.66457347,74.59623225,7.352401887,99.36898373,cotton
101,58,18,25.66891439,78.2040459,6.652143699,78.59595817,cotton
107,42,24,22.04612876,71.68303177,6.144631795,86.00758678,cotton
100,41,22,22.4204752,72.35685536,7.318802162,93.46595573,cotton
125,39,21,25.03149561,77.0566921,7.954629324,95.0191318,cotton
105,60,23,23.53371386,74.36068495,6.207652157,87.54004943,cotton
102,46,19,22.77076388,72.98737498,6.631005298,81.49543437,cotton
131,49,22,25.49848236,77.89726825,7.306918817,67.05961949,cotton
139,35,15,25.248679,77.4476222,5.898293044,86.55517751,cotton
108,36,19,22.78249615,73.00849307,7.238566893,64.61444234,cotton
118,45,23,23.37044424,74.06679963,7.977651226,71.67870701,cotton
107,51,22,24.86560781,76.75809406,5.983075895,79.56866268,cotton
125,60,17,24.14386157,75.45895083,6.785723961,80.36146974,cotton
113,37,20,25.03300222,77.059404,7.393441155,97.10087029,cotton
131,52,16,23.65724079,74.58303342,6.486068274,88.54479121,cotton
115,48,16,25.54359718,77.97847492,7.175934962,88.94245493,cotton
113,38,25,22.00085141,71.60153254,7.388265888,90.42224164,cotton
111,41,18,23.64328417,74.55791151,6.10539819,80.96157332,cotton
111,53,19,23.96436009,75.13584816,6.419536555,84.63148859,cotton
122,48,16,24.65425757,76.37766363,6.307585854,61.82980133,cotton
108,46,17,24.3017998,75.74323964,6.93221485,65.0247867,cotton
132,41,22,24.29144926,75.72460867,7.810865753,90.41694635,cotton
103,42,17,24.29470232,75.73046418,6.527541661,81.05902285,cotton
133,50,25,25.72180042,78.29924076,7.569454601,99.93100821,cotton
127,37,18,24.87663664,76.77794595,7.041065585,91.9223468,cotton
110,39,25,22.60612115,72.69101807,7.208795456,75.13617229,cotton
131,38,19,23.86814008,74.96265214,6.814341946,90.4547185,cotton
108,38,24,23.41022496,74.13840493,7.442217061,78.82199603,cotton
122,40,17,24.96440768,76.93593382,6.854558957,80.03995829,cotton
111,50,15,25.16820129,77.30276232,7.884550475,84.62419032,cotton
140,40,17,22.72767171,72.90980908,6.006085786,77.55176318,cotton
100,40,20,22.45145981,72.41262766,7.432043735,86.84998693,cotton
123,50,16,23.04920461,73.4885683,6.498052108,70.65644296,cotton
107,36,21,25.29250148,77.52650266,6.205263534,62.64174227,cotton
118,50,19,22.95604064,73.32087315,6.360812227,66.48339303,cotton
103,51,20,22.80213132,73.04383638,7.046607434,91.6389565,cotton
133,57,19,23.54234715,74.37622487,7.947011366,84.12536744,cotton
129,47,20,24.41212325,75.94182185,6.281913858,98.60457373,cotton
116,52,19,22.94276687,73.29698037,6.114525877,67.08022574,cotton
114,40,23,25.53676123,77.96617021,6.753978061,95.4262599,cotton
131,60,17,25.32023717,77.57642691,7.425041316,83.46532547,cotton
107,43,18,22.426733,72.3681194,6.745104394,65.54475812,cotton
123,44,21,25.78544484,78.41380071,7.641116569,91.39578861,cotton
112,49,25,25.68959532,78.24127158,6.470135478,66.19426787,cotton
119,44,15,22.14593688,71.86268638,7.091992365,60.65381719,cotton
130,59,19,25.07278712,77.13101682,6.520403794,93.51042684,cotton
127,53,24,22.21506982,71.98712568,6.127939628,70.40557612,cotton
134,52,18,23.9643129,75.13576322,7.994679507,76.13090645,cotton
109,36,18,25.40059227,77.72106609,7.524707577,62.5138867,cotton
100,48,17,23.7805123,74.80492214,7.827877818,66.26555904,cotton
132,52,19,24.16402322,75.4952418,6.436691764,61.94626051,cotton
102,37,25,25.31468463,77.56643233,5.907930899,72.82902109,cotton
111,39,22,22.60361557,72.68650803,6.135025006,88.57395505,cotton
117,51,15,22.9535715,73.3164287,6.044556594,99.75336197,cotton
136,36,24,22.74446976,72.94004557,7.59781958,90.07326633,cotton
134,56,18,23.80834611,74.855023,6.691268104,70.97358303,cotton
112,54,15,25.46228792,77.83211826,6.175492306,76.88582484,cotton
105,56,15,25.96779712,78.74203482,7.272316209,74.14169043,cotton
140,45,15,25.5308271,77.95548878,5.801047545,99.39557151,cotton
126,46,25,24.43847399,75.98925318,6.757457943,60.79645852,cotton
106,49,24,23.03887865,73.46998157,6.983395573,90.64770699,cotton
121,53,19,23.51308653,74.32355575,7.976889498,80.11272117,cotton
108,60,17,22.75805656,72.96450181,6.558902588,97.76600619,cotton
116,56,17,24.71252544,76.48254579,7.979090365,85.24963302,cotton
100,52,19,23.45969093,74.22744367,7.903528673,93.50153555,cotton
129,43,16,25.5503704,77.99066672,6.73210948,78.58488484,cotton
118,44,23,22.08458267,71.75224881,6.691690476,67.06459777,cotton
117,43,25,24.68854799,76.43938638,7.839849298,69.31153566,cotton
126,37,21,25.84997269,78.52995084,6.61448588,77.03421249,cotton
120,48,16,22.46054478,72.4289806,7.456971816,71.85436078,cotton
102,45,16,23.65629976,74.58133957,7.2942193,74.8984994,cotton
131,56,20,22.00817088,71.61470758,7.762647875,92.23645249,cotton
114,40,17,24.32630461,75.7873483,6.363406102,69.45072055,cotton
101,37,18,22.92360984,73.26249771,7.63737841,92.91915074,cotton
106,46,20,23.43821725,74.18879105,6.200671976,81.15072105,cotton
113,38,20,22.10718988,71.79294178,6.364729934,74.94136567,cotton
102,53,21,23.03814028,73.4686525,6.913678684,91.49697481,cotton
110,39,18,24.54795322,76.1863158,7.766259769,63.88079866,cotton
107,58,15,23.73868041,74.72962474,7.55606399,76.63669195,cotton
120,60,15,22.31871914,72.17369445,7.288377241,65.35747011,cotton
89,47,38,25.52468965,77.94444137,6.002524871,151.8869972,jute
60,37,39,26.59104992,79.86388986,6.033485257,161.2469997,jute
63,41,45,25.29781791,77.53607224,7.121933579,196.6249511,jute
86,40,39,25.72100868,78.29781562,6.207459637,175.6086697,jute
96,41,40,23.58419277,74.45154699,6.090060478,190.4242157,jute
100,35,36,25.31042337,77.55876207,6.346715209,190.5577618,jute
63,37,43,23.41798979,74.15238162,6.661957897,185.7446728,jute
70,43,40,24.35564134,75.84015441,6.176860192,169.1168028,jute
67,55,44,26.284017,79.3112306,7.251847296,182.2685447,jute
74,40,40,25.13842773,77.24916991,6.386259978,169.3388465,jute
89,53,44,24.88692811,76.7964706,7.319735475,150.2498675,jute
74,46,45,25.75734909,78.36322836,6.025028997,189.4263485,jute
89,41,38,23.12844351,73.63119832,6.344751947,199.8362913,jute
60,55,40,24.9949957,76.99099226,7.02777956,151.4935635,jute
67,43,38,25.21622704,77.38920867,7.299304715,195.8645552,jute
70,38,35,24.39736241,75.91525234,7.014063944,164.2697011,jute
74,49,38,23.31410442,73.96538796,7.488014404,164.4970373,jute
90,40,39,25.72668885,78.30803993,6.626503893,191.9649389,jute
82,35,44,26.96656378,80.5398148,6.239011,169.8391177,jute
73,45,37,23.70467146,74.66840863,6.742688094,181.2783964,jute
85,53,38,24.90075709,76.82136276,6.588017308,153.8990984,jute
81,56,36,23.39605743,74.11290337,7.097586415,174.7876411,jute
84,55,38,26.8748389,80.37471002,6.956682743,173.1017097,jute
